acceptingOrders,acceptingOrdersTimestamp,active,approved,archived,automaticallyActive,automaticallyResolved,bestAsk,bestBid,category,categoryMailchimpTag,clearBookOnStart,clobRewards,clobTokenIds,closed,closedTime,commentsEnabled,competitive,conditionId,createdAt,createdBy,creator,customLiveness,cyom,denominationToken,deploying,deployingTimestamp,description,disqusThread,enableOrderBook,endDate,endDateIso,eventStartTime,event_id,event_slug,event_title,featured,fee,feesEnabled,formatType,fpmmLive,funded,gameId,gameStartTime,groupItemRange,groupItemThreshold,groupItemTitle,hasReviewedDates,holdingRewardsEnabled,icon,id,image,lastTradePrice,line,liquidity,liquidityAmm,liquidityClob,liquidityNum,lowerBound,mailchimpTag,makerBaseFee,manualActivation,marketGroup,marketMakerAddress,marketType,negRisk,negRiskMarketID,negRiskOther,negRiskRequestID,new,notificationsEnabled,oneDayPriceChange,oneHourPriceChange,oneMonthPriceChange,oneWeekPriceChange,oneYearPriceChange,orderMinSize,orderPriceMinTickSize,outcomePrices,outcomes,pagerDutyNotificationEnabled,pendingDeployment,question,questionID,ready,readyForCron,resolutionSource,resolvedBy,restricted,rewardsMaxSpread,rewardsMinSize,rfqEnabled,secondsDelay,sentDiscord,seriesColor,showGmpOutcome,showGmpSeries,slug,sponsorImage,sportsMarketType,spread,startDate,startDateIso,subcategory,submitted_by,takerBaseFee,teamAID,teamBID,twitterCardImage,twitterCardLastRefreshed,twitterCardLastValidated,twitterCardLocation,umaBond,umaEndDate,umaEndDateIso,umaResolutionStatus,umaResolutionStatuses,umaReward,updatedAt,updatedBy,upperBound,volume,volume1mo,volume1moAmm,volume1moClob,volume1wk,volume1wkAmm,volume1wkClob,volume1yr,volume1yrAmm,volume1yrClob,volume24hr,volume24hrAmm,volume24hrClob,volumeAmm,volumeClob,volumeNum,wideFormat,topic,p_yes,p_no,resolved_label
False,2025-10-21T04:07:46Z,True,True,False,True,True,0.001,,,,True,,"[""26990171754699147708164590319543822749677618966764982010438362800567180122086"", ""81362017560858480379225997295091780526072528400825775613064324157204378625195""]",True,2025-10-31 19:36:22+00,,,0x75fc0c8d8c838dfd36a784e120fe76f78917442cc5fdaec5178040ba90871a6e,2025-10-21T04:00:03.731197Z,,,0.0,False,,False,2025-10-21T04:00:49.970082Z,"This market will resolve according to the number of times Elon Musk (@elonmusk), posts on X from October 24 12:00 PM ET to October 31, 2025 12:00 PM ET.

For the purposes of this market, only main feed posts, quote posts and reposts will count.

Replies will NOT count towards the total - however, replies on the main feed such as https://x.com/elonmusk/status/1786073478711353576 will be counted by the tracker.

Deleted posts will count as long as they remain available long enough to be captured by the tracker (~5 minutes).

Community reposts which are not counted by the tracker not count toward the total.

The resolution source for this market is the 'Post Counter' figure for posts found at https://www.xtracker.io/. Individual posts can be viewed by clicking ""Export Data"". If the tracker does not update correctly in accordance with the rules, X itself may be used as a secondary resolution source.",,True,2025-10-31T16:00:00Z,2025-10-31,,62753,elon-musk-of-tweets-october-24-october-31,"Elon Musk # tweets October 24 - October 31, 2025?",False,,False,,,False,,,,18.0,360-379,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-of-tweets-nov-22-29-apMPG21-pzx_.jpg,642219,https://polymarket-upload.s3.us-east-2.amazonaws.com/elon-musk-of-tweets-nov-22-29-apMPG21-pzx_.jpg,1.0,,,,,,,,,False,,,,True,0x1f5cc8ea5bf0095a3a8c697c9c72fbe002e20142f8eb1f8d83961fefc8dbf500,False,0xa1edfbbfeb321071f3915521df969acd09e83f0c971d6a68187ce36180af94e7,False,,,,,-0.0445,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,"Will Elon Musk post 360-379 tweets from October 24 to October 31, 2025?",0x1f5cc8ea5bf0095a3a8c697c9c72fbe002e20142f8eb1f8d83961fefc8dbf512,False,,https://x.com/elonmusk,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,3.5,50,False,,,,,,elon-musk-of-tweets-october-24-october-31-360-379,,,0.001,2025-10-21T04:08:08.484952Z,2025-10-21,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-10-31T19:36:22Z,,resolved,"[""proposed"", ""resolved""]",2.0,2025-11-02T00:28:38.699567Z,,,164582.263516,164582.263516,,164582.263516,160534.29463400005,,160534.29463400005,164582.263516,,164582.263516,,,,,164582.263516,164582.263516,,Other,0.000000,1.000000,NO
False,2025-11-14T19:38:10Z,True,True,False,True,True,1.0,0.999,,,True,,"[""96989286374513948089621380466863348048450275783149827962423148329375574512411"", ""79762718450172015777248914157719968197615013073799820464119836023149889806620""]",True,2025-11-28 01:03:53+00,,,0x6269bbdacec12e94e0a09047fc9a0e7827fd1f3fd81e2fc5bb59d9b831721c98,2025-11-14T19:30:01.562376Z,,,0.0,False,,False,2025-11-14T19:33:24.410285Z,"In the upcoming game, scheduled for November 27, 2025
If Olympique Lyonnais wins, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve ""No"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.",,True,2025-11-27T20:00:00Z,2025-11-27,,81582,uel-mta1-lyo1-2025-11-27,MH Maccabi Tel Aviv vs. Olympique Lyonnais,False,,False,,,False,,2025-11-27 20:00:00+00,,2.0,Olympique Lyonnais,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/uel.png,682804,https://polymarket-upload.s3.us-east-2.amazonaws.com/uel.png,1.0,,,,,,,,,False,,,,True,0xfe897c1d28265ea56a3ce7d016fd433d0e6087eeabcf3f40f70d0ff75b547900,False,0xc3bd3c6ea4055a1e97b414fe48dc4858ac703589c227b9190fa24f3ad92b051e,False,,0.4595,,,0.4645,,5.0,0.001,"[""1"", ""0""]","[""Yes"", ""No""]",False,False,Will Olympique Lyonnais win on 2025-11-27?,0xfe897c1d28265ea56a3ce7d016fd433d0e6087eeabcf3f40f70d0ff75b547902,False,,https://www.uefa.com/,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0.0,0,False,3.0,,,,,uel-mta1-lyo1-2025-11-27-lyo1,,,0.001,2025-11-14T19:38:32.592569Z,2025-11-14,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-28T01:03:53Z,,resolved,"[""proposed"", ""resolved""]",2.0,2025-11-29T08:31:59.02478Z,,,174154.94247,174154.94246999998,,174154.94246999998,174149.48792599997,,174149.48792599997,174154.94246999998,,174154.94246999998,,,,,174154.94247,174154.94247,,Sports,1.000000,0.000000,YES
False,2025-10-13T19:10:53Z,True,True,False,True,True,1.0,0.999,,,True,,"[""45921074946273922234226605262191710916918104713088243786448503749881667185008"", ""36828193919320693626957781606069604475661708236569876833367462790906590138853""]",True,2025-11-06 03:32:21+00,,,0x5ed74c88a7aeb604f2e330285f8b50deae87ea87f33acdf514230c4962974c0f,2025-10-13T19:00:03.073373Z,,,0.0,False,,False,2025-10-13T19:00:47.958295Z,"In the upcoming game, scheduled for November 5, 2025
If Red Bull Bragantino wins, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve ""No"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.",,True,2025-11-05T22:00:00Z,2025-11-05,,59208,bra-bra-cor1-2025-11-05,Red Bull Bragantino vs. SC Corinthians Paulista,False,,False,,,False,,2025-11-05 22:00:00+00,,0.0,Red Bull Bragantino,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/brasilerirao-image-52ef283574.png,634909,https://polymarket-upload.s3.us-east-2.amazonaws.com/brasilerirao-image-52ef283574.png,1.0,,,,,,,,,False,,,,True,0xe06a71152dd2a752853d382a6f7aa3ae83c313b8d7f8412635372143fc555a00,False,0x5c46ca044b4ae54ec909ce469174477bcdda0a348e093f287215e287f5cfd8c3,False,,0.6345,,,0.4945,,5.0,0.001,"[""1"", ""0""]","[""Yes"", ""No""]",False,False,Will Red Bull Bragantino win on 2025-11-05?,0xe06a71152dd2a752853d382a6f7aa3ae83c313b8d7f8412635372143fc555a00,False,,https://www.cbf.com.br/futebol-brasileiro/competicoes/campeonato-brasileiro-serie-a,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0.0,0,False,3.0,,,,,bra-bra-cor1-2025-11-05-bra,,,0.001,2025-10-13T19:11:14.378124Z,2025-10-13,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-06T03:32:21Z,,resolved,"[""proposed"", ""resolved""]",2.0,2025-11-07T08:33:51.872724Z,,,8423.427604,8423.427604,,8423.427604,8423.427604,,8423.427604,8423.427604,,8423.427604,,,,,8423.427604,8423.427604,,Sports,1.000000,0.000000,YES
False,2025-02-06T00:00:33Z,True,True,False,True,True,1.0,0.999,,,True,,"[""33902570674321993429070657260862319864678287275050842190985023439088144864342"", ""35826232740660977674979356986380099364001768876924704607046626079935425971161""]",True,2025-11-24 00:29:09+00,,,0xb51f2db5996c86c3fdbac6d67d0fdead997d959ce0d86bad5203d16ee746da17,2025-02-05T21:20:17.154557Z,,,0.0,False,,False,,"The 2025 election for half of the seats in Argentina's Chamber of Deputies is scheduled to be held on October 26, 2025.

This market will resolve to the political party that wins the greatest number of the seats that are contested in this election.

If voting in the next Argentine election for the Chamber of Deputies does not occur by January 31, 2026, this market will resolve to ""Other"".

In the case of a tie between this party and any other for the most seats won, this market will resolve in favor of the party whose listed abbreviation comes first in alphabetical order.

This market's resolution will be based solely on the number of seats won by the named party or coalition. 

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by Argentina's government (e.g. via https://www.electoral.gob.ar/nuevo/index.php).",,True,2025-10-26T12:00:00Z,2025-10-26,,17821,which-party-wins-most-seats-in-argentina-deputies-election,Which party wins most seats in Argentina Deputies Election?,False,,False,,,False,,2025-11-21 23:35:00+00,,0.0,LLA (La Libertad Avanza),True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-lla-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election-8XBRZYGRB_pC.jpg,521932,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-lla-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election-8XBRZYGRB_pC.jpg,1.0,,,,,,,,,False,,,,True,0x424f39206464de70105aea1917b63f626d5b0e19e224a9f2c76178e7c7c6de00,False,0x73ae407b3b7e9194be4ef7fd2e7718cf38c30bd928e9bb1718d90b7101f29019,False,,0.0045,,0.2275,-0.0135,,5.0,0.001,"[""1"", ""0""]","[""Yes"", ""No""]",False,False,Will LLA win the most seats in the Chamber of Deputies following the 2025 Argentina election?,0x424f39206464de70105aea1917b63f626d5b0e19e224a9f2c76178e7c7c6de00,False,,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,3.5,200,False,,,,False,False,will-lla-win-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,,,0.001,2025-02-06T00:01:40.161Z,2025-02-06,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-24T00:29:09Z,,resolved,"[""proposed"", ""disputed"", ""proposed"", ""resolved""]",5.0,2025-11-25T00:30:51.883624Z,,,1602204.389616,1144733.891624005,,1144733.891624005,34605.00915400001,,34605.00915400001,1602204.3896160026,,1602204.3896160026,,,,,1602204.389616,1602204.389616,,Politics,1.000000,0.000000,YES
False,2025-11-28T11:00:49Z,True,True,False,True,True,0.001,,,,True,,"[""7694612647693410812877502800708809918260579450717699411433998131672328550225"", ""114956488710394240121140433448489264723124274847922124368929211088162000104534""]",True,2025-12-02 00:09:06+00,,0.0,0x614d7fe7bbc3983bdb4088dd903640b7e3635ca59a8e562e2c2a19b6bb112003,2025-11-28T11:00:11.851219Z,,,0.0,False,,False,2025-11-28T11:00:16.516806Z,"In the upcoming Primera División Argentina game between CA Barracas Central and Gimnasia y Esgrima de La Plata, scheduled for December 1 at 3:00 PM ET:

This market will resolve to ""Yes"" if both CA Barracas Central and Gimnasia y Esgrima de La Plata each score at least one goal during the game.

This market will resolve to ""No"" if either team fails to score (i.e., if one or both teams finish with zero goals).

If the game is postponed, this market will remain open until the game has been completed. If the game is canceled entirely, with no make-up game, this market will resolve 50–50.

If the game is started but not completed, this market will resolve according to the official final score published on ligaprofesional.ar. This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.",,True,2025-12-01T20:00:00Z,2025-12-01,,92377,arg-bar-gim-2025-12-01-more-markets,CA Barracas Central vs. Gimnasia y Esgrima de La Plata - More Markets,False,,False,,,False,,2025-12-01 20:00:00+00,,3.0,Both Teams to Score,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/argentina-primera-division-fdedea0d80.png,729523,https://polymarket-upload.s3.us-east-2.amazonaws.com/argentina-primera-division-fdedea0d80.png,0.6,,0.0,0.0,0.0,0.0,,,,False,,,,False,,False,,False,,-0.065,-0.05,,,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,CA Barracas Central vs. Gimnasia y Esgrima de La Plata: Both Teams to Score,0x58402b11c5aa2caad0a198d2954ead38320afc7f5fe8bc8827cfcd97fe03886c,False,,https://www.ligaprofesional.ar/,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0.0,0,False,3.0,,,,,arg-bar-gim-2025-12-01-btts,,both_teams_to_score,0.001,2025-11-28T11:01:11.238877Z,2025-11-28,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-12-02T00:09:06Z,,resolved,"[""proposed""]",2.0,2025-12-02T00:09:28.723097Z,,,86.967757,,,,,,,,,,,,,,86.967757,86.967757,,Other,0.000000,1.000000,NO
False,2025-11-14T17:19:52Z,True,True,False,True,True,1.0,0.999,,,True,"[{""id"": ""43683"", ""conditionId"": ""0x4a87394ba8a9bc9f0ed53d3da5445b4f38f8bfe8c82d9ce49145f4d6797a7846"", ""assetAddress"": ""0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174"", ""rewardsAmount"": 0, ""rewardsDailyRate"": 10, ""startDate"": ""2025-11-17"", ""endDate"": ""2500-12-31""}]","[""8189903225815227857017788112870472119016434840724340540289722039380989278474"", ""10942123567150039710529450845102046984108606276987543724078892417955627859426""]",True,2025-11-19 09:10:19+00,,,0x4a87394ba8a9bc9f0ed53d3da5445b4f38f8bfe8c82d9ce49145f4d6797a7846,2025-11-14T17:04:58.925394Z,,,0.0,False,,False,2025-11-14T17:12:48.039452Z,"This market will resolve to the temperature range that contains the highest temperature recorded at the LaGuardia Airport Station in degrees Fahrenheit on 18 Nov '25.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the LaGuardia Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/us/ny/new-york-city/KLGA.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Fahrenheit (eg, 21°F). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",,True,2025-11-18T12:00:00Z,2025-11-18,,81520,highest-temperature-in-nyc-on-november-18,Highest temperature in NYC on November 18?,False,,False,,,False,,,,3.0,46-47°F,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/test-nyc-weather-pciture-cgUEW73XBkei.jpg,682610,https://polymarket-upload.s3.us-east-2.amazonaws.com/test-nyc-weather-pciture-cgUEW73XBkei.jpg,1.0,,,,,,,,,False,,,,True,0x8464cf83351de8a3205c0571487497470cd25c4bccccf1d27a85b941e1c11f00,False,0x7f21ee930bf571c789fb4f56945d02f61db354a1e19e23e318fa2a3a55d1630f,False,,0.3695,,,,,5.0,0.001,"[""1"", ""0""]","[""Yes"", ""No""]",False,False,Will the highest temperature in New York City be between 46-47°F on November 18?,0x8464cf83351de8a3205c0571487497470cd25c4bccccf1d27a85b941e1c11f03,False,,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,3.5,50,False,,,,False,True,will-the-highest-temperature-in-new-york-city-be-between-46-47f-on-november-18,,,0.001,2025-11-14T17:20:14.757244Z,2025-11-14,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-19T09:10:19Z,,resolved,"[""proposed"", ""resolved""]",5.0,2025-11-20T16:28:51.453628Z,,,58659.636663,58659.63666299999,,58659.63666299999,58659.63666299999,,58659.63666299999,58659.63666299999,,58659.63666299999,,,,,58659.636663,58659.636663,,Other,1.000000,0.000000,YES
False,2025-11-29T20:32:23Z,True,True,False,True,True,0.001,,,,True,,"[""20797667051983107189295057207102693983609180376922213502567047132791135700865"", ""17396898536312431931264980297769780012121485038892856506840119372275763615852""]",True,2025-12-01 04:21:46+00,,0.0,0x8e676bacdafa3dd68e0bbf51a57af33e4f0e4b3bd093c033e42f35efaa176334,2025-11-29T20:29:51.871121Z,,,0.0,False,,False,2025-11-29T20:30:13.17666Z,"In the upcoming NFL game, scheduled for November 30 at 1:00 PM ET:

This market will resolve to ""Yes"" if Xavier Restrepo scores a touchdown at any point during regulation or overtime.

This market will resolve to ""No"" if Xavier Restrepo does not score a touchdown during regulation or overtime.

Qualifying Touchdowns:

- A rushing touchdown by the player

- A receiving touchdown caught by the player

- A special teams touchdown (e.g. punt/kick return)

Passing touchdowns do not qualify. Defensive touchdowns will be credited to the defensive unit, not individually credited to the player who scores.

If the game is postponed, this market will remain open until the game has been completed. If the game is canceled entirely, with no make-up game, this market will resolve 50-50.

If the player is listed as inactive or otherwise does not take a snap, the market will resolve ""No"".

The resolution source will be the official NFL game book as published on NFL.com.",,True,2025-11-30T18:00:00Z,2025-11-30,,89359,nfl-jax-ten-2025-11-30,Jaguars vs. Titans,False,,False,,,False,,2025-11-30 18:00:00+00,,3.0,Xavier Restrepo: Anytime Touchdown,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/nfl.png,763295,https://polymarket-upload.s3.us-east-2.amazonaws.com/nfl.png,,,0.0,0.0,0.0,0.0,,,,False,,,,False,,False,,False,,-0.25,-0.25,,,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,Xavier Restrepo: Anytime Touchdown,0x982ea59bf4576e6e80726a390598705c0ecc25a766d54dac35844b491977cdbd,False,,https://www.nfl.com/scores,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0.0,0,False,3.0,,,,,nfl-jax-ten-2025-11-30-anytime-td-xavier-restrepo,,anytime_touchdowns,0.001,2025-11-29T20:32:45.171185Z,2025-11-29,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-12-01T04:21:46Z,,resolved,"[""proposed""]",2.0,2025-12-01T04:22:08.150062Z,,,69.55,,,,,,,,,,,,,,69.55,69.55,,Sports,0.000000,1.000000,NO
False,2025-11-05T20:15:53Z,True,True,False,True,True,0.001,,,,True,,"[""60266319226359551469377319124725605884288401593637575076340386315234156876522"", ""5396319745222273851157551071562133840212058175697384901321901144466499087448""]",True,2025-11-20 05:57:27+00,,,0xf000d2fe0a1a134bd1b91907ae8dcfa2f3779d3263d0ee347fad1d2723dcb6ee,2025-11-05T20:00:03.18934Z,,,0.0,False,,False,2025-11-05T20:00:30.364891Z,"In the upcoming game, scheduled for November 19, 2025
If the game ends in a draw, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve to ""Yes"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.",,True,2025-11-20T00:30:00Z,2025-11-20,,73988,bra-gre-vas-2025-11-19,Grêmio FBPA vs. CR Vasco da Gama,False,,False,,,False,,2025-11-20 00:30:00+00,,1.0,Draw (Grêmio FBPA vs. CR Vasco da Gama),True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/brasilerirao-image-52ef283574.png,666895,https://polymarket-upload.s3.us-east-2.amazonaws.com/brasilerirao-image-52ef283574.png,1.0,,,,,,,,,False,,,,True,0xb7b71bb7ff87a6a2ff79b72b0a0a43fda53bffd57659eb30cbff6bf3ef6efc00,False,0x60d1328ee63d81dc0ff2210fdf9a350303008338d238ac9abe0a73d728f1f935,False,,-0.025,,,-0.02,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,Will Grêmio FBPA vs. CR Vasco da Gama end in a draw?,0xb7b71bb7ff87a6a2ff79b72b0a0a43fda53bffd57659eb30cbff6bf3ef6efc01,False,,https://www.cbf.com.br/futebol-brasileiro/competicoes/campeonato-brasileiro-serie-a,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0.0,0,False,3.0,,,,,bra-gre-vas-2025-11-19-draw,,,0.001,2025-11-05T20:16:13.883719Z,2025-11-05,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-20T05:57:27Z,,resolved,"[""proposed"", ""resolved""]",2.0,2025-11-21T08:30:10.467564Z,,,9170.77421,9170.77421,,9170.77421,9161.085022,,9161.085022,9170.77421,,9170.77421,,,,,9170.77421,9170.77421,,Sports,0.000000,1.000000,NO
False,2025-11-12T17:37:21Z,True,True,False,True,True,1.0,0.999,,,True,"[{""id"": ""43941"", ""conditionId"": ""0x091ff7bc171608c4b30a3fd1edfecb16ccb8462a239f407ae1864d885aa86f17"", ""assetAddress"": ""0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174"", ""rewardsAmount"": 0, ""rewardsDailyRate"": 5, ""startDate"": ""2025-11-18"", ""endDate"": ""2500-12-31""}]","[""34888116185317754623479559346833468930873533587279991694827787447737832970837"", ""59079192677445659888926618505790309479524298851625564620944713911126053789257""]",True,2025-11-19 14:43:05+00,,,0x091ff7bc171608c4b30a3fd1edfecb16ccb8462a239f407ae1864d885aa86f17,2025-11-12T17:08:10.927331Z,,,0.0,False,,False,2025-11-12T17:36:48.491917Z,"Keir Starmer is scheduled to participate in the Prime Minister's Questions (PMQs) in the Commons Chamber in the Palace of Westminster on every Wednesday. (https://www.parliament.uk/visiting/visiting-and-tours/watch-committees-and-debates/prime-ministers-questions/).

This market will resolve to ""Yes"" if Keir Starmer says the listed term during the next Prime Minister's Question Time event he participates in. Otherwise, the market will resolve to ""No"".

Any usage of the term regardless of context will count toward the resolution of this market.

Pluralization/possessive of the term will count toward the resolution of this market, however other forms will NOT count.

Instances where the term is used in a compound word will count regardless of context (e.g. joyful is not a compound word for ""joy,"" however ""killjoy"" is a compounding of the words ""kill"" and ""joy"").

If this market requires a specified number of mentions of a person’s first or last name, a full-name mention will count as one mention (e.g., if a market is about “Joe / Biden 5+ times,” a mention of “Joe Biden” will count once).

AI-generated audio or video will not count toward this market's resolution.

If no such Prime Minister's Question Time event happens by February 28, 2026, 11:59 PM ET, this market will resolve to ""No"". If Starmer ceases to be Prime Minister for any length of time by February 28, 2026, 11:59 PM ET, this market will resolve to ""No"".

This market is explicitly about scheduled events featuring Keir Starmer titled ""Prime Minister's Question Time"" (https://www.parallelparliament.co.uk/mp/keir-starmer/dept/cabinet-office/calendar). Speeches, events, or comments that occur outside of named, scheduled events will not qualify toward this market's resolution. If the event contains a Q&A, it will count toward the resolution of this market.

The resolution source will be video of the events. Only remarks which are broadcast or streamed live will count toward this market's resolution.",,True,2025-11-19T00:00:00Z,2025-11-19,,79873,what-will-keir-starmer-say-at-the-next-prime-ministers-questions-event-573,What will Keir Starmer say at the next Prime Minister's Questions event? ,False,,False,,,False,,,,8.0,Wales,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/what-will-keir-starmer-say-at-the-next-prime-ministers-questions-event-TI7_wR1YP3O3.jpg,678607,https://polymarket-upload.s3.us-east-2.amazonaws.com/what-will-keir-starmer-say-at-the-next-prime-ministers-questions-event-TI7_wR1YP3O3.jpg,1.0,,,,,,,,,False,,,,False,,False,,False,,0.5495,,,,,5.0,0.001,"[""1"", ""0""]","[""Yes"", ""No""]",False,False,"Will Keir Starmer say ""Wales"" during the next Prime Minister's Questions?",0xb08746f3fd8ac88a96f4541cd713a50dd119691faa0b980f21a521d229294dad,False,,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,4.5,20,False,,,,False,False,will-keir-starmer-say-wales-during-the-next-prime-ministers-questions,,,0.001,2025-11-12T17:37:42.8925Z,2025-11-12,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-19T14:43:05Z,,resolved,"[""proposed""]",5.0,2025-11-20T16:28:50.18305Z,,,2268.738469,2268.738469,,2268.738469,2268.738469,,2268.738469,2268.738469,,2268.738469,,,,,2268.738469,2268.738469,,Politics,1.000000,0.000000,YES
False,2025-11-03T17:21:33Z,True,True,False,True,True,0.001,,,,True,,"[""59937338251702192404423010688401033672543731384864525795368139093595816587384"", ""14119712782665621791048560412164122318350772087718413173609639294419398459946""]",True,2025-12-01 22:30:18+00,,,0xfac4ed87031fb857179cb581747f58c0be9b037e4c0b1b05d93d4a81e1b99d0a,2025-11-03T17:15:06.087611Z,,,0.0,False,,False,2025-11-03T17:15:52.671567Z,"In the upcoming game, scheduled for December 1, 2025
If Galatasaray SK wins, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve ""No"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.",,True,2025-12-01T17:00:00Z,2025-12-01,,72052,tur-fen-gal-2025-12-01,Fenerbahçe SK vs. Galatasaray SK,False,,False,,,False,,2025-12-01 17:00:00+00,,2.0,Galatasaray SK,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/tur.png,662369,https://polymarket-upload.s3.us-east-2.amazonaws.com/tur.png,1.0,,,,,,,,,False,,,,True,0x1b27b003a1ffada7fa3f15f2dd807733d27bea37fee7d98d8b4aa1661cbb4800,False,0xc4c92f4cbce1186a6e1410a5b4d056d387d6d5796c22ebe60decde881dc659f8,False,,-0.2995,-0.0045,,-0.3195,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,Will Galatasaray SK win on 2025-12-01?,0x1b27b003a1ffada7fa3f15f2dd807733d27bea37fee7d98d8b4aa1661cbb4802,False,,https://tff.org/,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0.0,0,False,3.0,,,,,tur-fen-gal-2025-12-01-gal,,,0.001,2025-11-03T17:21:55.459368Z,2025-11-03,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-12-01T22:30:18Z,,resolved,"[""proposed"", ""resolved""]",2.0,2025-12-03T00:29:25.410533Z,,,317825.640133,317825.6401330002,,317825.6401330002,317815.37543000025,,317815.37543000025,317825.6401330002,,317825.6401330002,,,,,317825.640133,317825.640133,,Sports,0.000000,1.000000,NO
